total_lines,blank_line_ratio,avg_line_length,long_line_ratio,comment_density,num_functions,num_classes,num_loops,num_conditionals,num_try_except,import_count,assertion_count,avg_function_length,max_function_length,docstring_ratio,avg_identifier_length,single_char_var_ratio,type_annotation_ratio,magic_number_count,nested_function_count,ast_parse_success,avg_cyclomatic_complexity,max_cyclomatic_complexity,maintainability_index,label
23,0.2609,26.24,0.0,0.2353,1,0,2,1,0,0,0,12.0,12,0.0,4.05,0.4,0.0,4,0,1,4.0,4,90.39,ai
27,0.0741,42.84,0.037,0.0,1,0,0,3,0,0,0,24.0,24,0.0,6.77,0.0,0.0,2,0,1,4.0,4,55.22,ai
22,0.1818,34.56,0.0,0.1667,1,0,2,1,0,0,0,17.0,17,0.0,6.96,0.0,0.0,0,0,1,4.0,4,96.28,ai
27,0.2222,30.29,0.037,0.2857,0,0,0,0,0,5,0,0.0,0,0.0,5.14,0.2414,0.0,2,0,1,0.0,0,100.0,ai
18,0.1667,35.67,0.0,0.1333,1,0,2,2,0,0,0,18.0,18,0.0,5.17,0.3,0.0,0,0,1,5.0,5,83.41,ai
18,0.2222,22.14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
20,0.3,26.07,0.0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
39,0.1795,22.0,0.0,0.2188,2,0,1,2,0,0,0,14.0,14,0.0,4.48,0.24,0.0,4,0,1,3.0,4,78.6,ai
61,0.1967,32.73,0.0164,0.1224,4,0,1,3,0,0,0,9.0,19,0.0,5.47,0.0,0.0,24,0,1,7.0,25,60.94,ai
24,0.25,40.33,0.0417,0.3333,1,0,1,0,0,1,0,12.0,12,0.0,9.96,0.1304,0.0,5,0,1,2.0,2,93.15,ai
29,0.1034,26.96,0.0,0.1154,1,0,4,3,0,0,0,27.0,27,0.0,2.09,0.791,0.0,0,0,1,11.0,11,71.63,ai
15,0.0667,20.86,0.0,0.2143,1,0,1,0,0,0,0,12.0,12,0.0,1.0,1.0,0.0,0,0,1,2.0,2,98.09,ai
25,0.24,22.42,0.0,0.2632,0,0,1,1,0,1,0,0.0,0,0.0,4.79,0.1667,0.0,12,0,1,0.0,0,91.13,ai
17,0.2353,36.31,0.0,0.2308,0,0,0,0,0,1,0,0.0,0,0.0,2.61,0.2222,0.0,3,0,1,0.0,0,100.0,ai
15,0.2,32.67,0.0,0.4167,0,0,1,0,0,1,0,0.0,0,0.0,6.41,0.0,0.0,1,0,1,0.0,0,100.0,ai
16,0.1875,22.38,0.0,0.2308,0,0,0,0,0,1,0,0.0,0,0.0,8.0,0.0,0.0,1,0,1,0.0,0,100.0,ai
16,0.25,24.75,0.0,0.3333,0,0,1,0,0,2,0,0.0,0,0.0,4.75,0.3333,0.0,0,0,1,0.0,0,100.0,ai
28,0.2143,32.91,0.0,0.2273,1,0,2,2,0,0,0,21.0,21,0.0,9.96,0.1538,0.0,3,0,1,5.0,5,88.66,ai
60,0.1333,54.42,0.0167,0.4615,2,0,0,1,0,5,0,13.5,24,0.5,8.38,0.0,0.0,0,0,1,2.5,4,54.37,ai
32,0.25,32.83,0.0312,0.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
15,0.2667,18.55,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
21,0.1905,24.82,0.0,0.2353,0,0,2,2,0,0,0,0.0,0,0.0,6.88,0.0,0.0,0,0,1,0.0,0,90.81,ai
36,0.1667,39.43,0.0,0.2333,4,1,1,0,0,1,0,7.25,17,0.0,2.84,0.4643,0.0,2,0,1,1.4,2,80.48,ai
26,0.1923,24.33,0.0385,0.0952,2,0,2,3,0,1,0,10.5,12,0.0,4.05,0.4,0.0,0,0,1,3.5,4,75.63,ai
23,0.087,39.76,0.087,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
237,0.1139,37.24,0.0506,0.1476,0,0,13,12,0,8,0,0.0,0,0.0,3.92,0.3053,0.0,18,0,1,0.0,0,55.26,ai
23,0.2174,29.89,0.0,0.0,1,0,3,1,0,0,0,15.0,15,0.0,4.22,0.5,0.0,6,0,1,7.0,7,86.23,ai
20,0.2,22.62,0.0,0.1875,1,0,1,2,0,0,0,16.0,16,0.0,8.2,0.2,0.0,1,0,1,4.0,4,87.93,ai
16,0.1875,49.31,0.1875,0.0,1,0,2,1,0,0,0,14.0,14,0.0,7.78,0.0556,0.0,1,0,1,4.0,4,92.46,ai
24,0.3333,48.12,0.0,0.4375,1,0,0,0,0,1,0,22.0,22,0.0,8.0,0.0,0.0,0,0,1,1.0,1,100.0,ai
31,0.2258,34.0,0.0,0.3333,0,0,0,0,0,6,0,0.0,0,0.0,6.55,0.1379,0.0,2,0,1,0.0,0,100.0,ai
47,0.1915,39.84,0.0426,0.2368,2,0,1,0,0,5,0,6.5,7,0.0,9.9,0.1017,0.0,0,0,1,1.5,2,81.45,ai
25,0.24,25.21,0.0,0.0,1,0,2,1,0,1,0,20.0,20,0.0,6.33,0.0833,0.0,3,0,1,4.0,4,57.92,ai
17,0.1765,31.21,0.0,0.1429,1,0,2,1,0,0,0,17.0,17,0.0,2.55,0.6129,0.0,0,0,1,7.0,7,86.08,ai
21,0.2381,39.31,0.0,0.0,0,0,0,0,0,5,0,0.0,0,0.0,5.9,0.129,0.0,3,0,1,0.0,0,68.86,ai
16,0.0625,5.27,0.0,0.0667,0,0,1,0,0,0,0,0.0,0,0.0,1.0,1.0,0.0,7,0,1,0.0,0,85.37,ai
15,0.3333,29.7,0.0,0.0,0,0,1,0,0,1,0,0.0,0,0.0,8.07,0.0714,0.0,2,0,1,0.0,0,69.91,ai
22,0.2273,45.35,0.0,0.3529,1,0,2,1,0,0,0,22.0,22,0.0,10.6,0.0,0.0,0,0,1,4.0,4,93.84,ai
24,0.0833,33.23,0.0,0.0455,1,0,0,0,0,3,0,19.0,19,0.0,7.35,0.0,0.0,1,0,1,2.0,2,100.0,ai
15,0.3333,34.3,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
20,0.35,32.15,0.0,0.0769,1,0,2,1,0,0,0,15.0,15,0.0,3.79,0.3793,0.0,3,0,1,4.0,4,92.74,ai
16,0.0625,39.6,0.0625,0.0,1,0,0,1,0,2,0,13.0,13,0.0,7.39,0.0,0.0,1,0,1,2.0,2,85.2,ai
27,0.1852,22.09,0.0,0.2727,1,0,3,2,0,1,0,20.0,20,0.0,3.82,0.6429,0.0,0,0,1,7.0,7,87.39,ai
17,0.1765,39.29,0.1176,0.0,1,0,1,0,0,1,0,8.0,8,0.0,7.12,0.125,0.0,0,0,1,2.0,2,100.0,ai
17,0.2941,25.08,0.0,0.0,1,0,1,0,0,0,0,4.0,4,0.0,2.75,0.75,0.0,14,0,1,4.0,4,76.15,ai
20,0.25,31.87,0.0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
18,0.2222,25.5,0.0,0.0,1,0,1,3,0,0,0,10.0,10,0.0,6.11,0.1667,0.0,1,0,1,4.0,4,61.66,ai
24,0.125,32.05,0.0,0.1905,1,0,3,1,0,0,0,24.0,24,0.0,3.67,0.4444,0.0,0,0,1,6.0,6,82.81,ai
16,0.25,24.58,0.0,0.3333,0,0,0,0,0,2,0,0.0,0,0.0,4.31,0.0,0.0,1,0,1,0.0,0,100.0,ai
17,0.1176,32.8,0.0,0.0667,1,0,0,2,0,2,0,10.0,10,0.0,11.14,0.0,0.0,3,0,1,3.0,3,79.83,ai
38,0.1579,27.91,0.0,0.1562,2,0,4,3,0,0,0,18.5,28,0.0,4.38,0.619,0.0,0,0,1,4.5,5,73.58,ai
19,0.2105,35.27,0.0,0.4,1,0,1,1,0,0,0,16.0,16,0.0,5.79,0.4286,0.0,1,0,1,3.0,3,99.47,ai
17,0.1176,17.27,0.0,0.4667,1,0,2,0,0,0,0,5.0,5,0.0,5.67,0.3333,0.0,4,0,1,4.0,4,100.0,ai
15,0.2,24.33,0.0,0.0833,2,1,1,0,0,0,0,4.5,6,0.0,5.29,0.0,0.0,4,0,1,2.0,3,85.84,ai
15,0.2,16.92,0.0,0.3333,0,4,0,0,0,0,0,0.0,0,0.0,4.75,0.0,0.0,0,0,1,1.0,1,100.0,ai
18,0.3333,29.83,0.0,0.0,1,0,1,1,0,0,0,18.0,18,0.0,3.47,0.4667,0.0,0,0,1,4.0,4,63.36,ai
17,0.1765,29.21,0.0,0.3571,1,0,1,1,0,0,0,6.0,6,0.0,5.29,0.0,0.0,3,0,1,3.0,3,99.67,ai
15,0.2667,32.64,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
147,0.2041,50.33,0.1429,0.1624,7,1,2,6,6,8,0,15.14,31,0.0,4.44,0.2903,0.0,0,0,1,5.75,11,54.76,ai
15,0.2,32.17,0.0,0.4167,1,0,1,0,0,0,0,13.0,13,0.0,6.6,0.0,0.0,0,0,1,2.0,2,100.0,ai
26,0.1538,34.18,0.0769,0.4545,0,0,1,1,0,0,0,0.0,0,0.0,5.38,0.0,0.0,0,0,1,0.0,0,90.77,ai
17,0.1176,31.67,0.0,0.1333,1,0,2,0,0,0,0,17.0,17,1.0,1.69,0.7692,0.0,0,0,1,4.0,4,93.44,ai
22,0.0455,30.43,0.0,0.4762,1,0,3,0,0,0,0,17.0,17,0.0,1.46,0.9231,0.0,1,0,1,4.0,4,92.56,ai
16,0.25,31.5,0.0,0.0,1,0,1,0,0,1,0,8.0,8,0.0,7.29,0.1429,0.0,1,0,1,2.0,2,68.18,ai
29,0.3103,28.3,0.0,0.0,2,0,2,3,0,0,0,13.5,15,0.0,2.84,0.386,0.0,0,0,1,5.5,6,54.35,ai
26,0.1538,24.77,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
22,0.0,35.86,0.0,0.4091,1,0,1,4,0,0,0,22.0,22,0.0,5.48,0.0,0.0,0,0,1,7.0,7,90.62,ai
15,0.1333,31.54,0.0,0.0769,1,0,1,2,0,0,0,7.0,7,0.0,7.47,0.0,0.0,0,0,1,3.0,3,82.36,ai
18,0.2222,26.07,0.0,0.0,5,1,0,0,0,0,0,2.6,5,0.0,4.33,0.0,0.0,0,0,1,1.17,2,100.0,ai
19,0.2632,38.93,0.0526,0.2143,0,0,0,0,0,2,3,0.0,0,0.0,5.42,0.0,0.0,0,0,1,0.0,0,92.99,ai
157,0.1911,44.06,0.0573,0.1496,9,0,1,5,6,3,0,13.56,33,0.0,7.64,0.0287,0.0,1,0,1,2.33,5,54.15,ai
41,0.2195,27.84,0.0,0.375,2,2,0,1,0,2,0,11.0,11,0.0,5.54,0.0,0.0,0,0,1,1.5,2,94.66,ai
29,0.2414,27.64,0.0,0.1818,1,0,0,2,0,2,0,18.0,18,0.0,5.76,0.2353,0.0,0,0,1,2.0,2,94.21,ai
20,0.0,25.35,0.0,0.2,1,0,1,2,0,0,0,18.0,18,0.0,2.0,0.9412,0.0,1,0,1,4.0,4,88.33,ai
16,0.0,17.75,0.0,0.0,1,0,1,3,0,0,0,15.0,15,0.0,1.42,0.9474,0.0,0,0,1,5.0,5,62.16,ai
21,0.1905,33.88,0.0,0.2353,0,0,0,0,0,3,0,0.0,0,0.0,5.17,0.0,0.0,13,0,1,0.0,0,100.0,ai
44,0.1591,22.73,0.0,0.0,6,2,0,7,0,0,0,5.83,11,0.0,3.93,0.0,0.0,0,0,1,2.25,4,50.37,ai
16,0.0625,25.47,0.0,0.3333,1,0,2,0,0,0,0,10.0,10,0.0,4.57,0.2857,0.0,4,0,1,3.0,3,95.18,ai
18,0.1667,27.33,0.0,0.1333,1,0,0,3,0,1,0,9.0,9,0.0,10.0,0.0,0.0,0,0,1,2.0,2,91.65,ai
21,0.2381,16.38,0.0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
17,0.2353,29.62,0.0,0.1538,1,0,2,2,0,0,0,14.0,14,0.0,4.44,0.72,0.0,4,0,1,5.0,5,83.99,ai
15,0.2,25.33,0.0,0.0,1,0,1,2,0,0,0,15.0,15,0.0,5.79,0.0,0.0,0,0,1,4.0,4,64.71,ai
32,0.1875,39.65,0.0312,0.2692,0,0,0,0,0,5,0,0.0,0,0.0,8.66,0.0,0.0,8,0,1,0.0,0,91.45,ai
22,0.2273,21.71,0.0,0.2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
17,0.1765,15.29,0.0,0.0714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
15,0.3333,27.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
21,0.1429,24.39,0.0,0.0556,1,0,1,1,0,0,0,19.0,19,1.0,6.78,0.3333,0.0,0,0,1,4.0,4,77.14,ai
17,0.2353,24.77,0.0,0.3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
17,0.2353,33.46,0.0,0.1538,0,0,1,0,0,2,0,0.0,0,0.0,7.8,0.1,0.0,0,0,1,0.0,0,97.51,ai
115,0.4174,43.96,0.0696,0.5075,0,0,1,0,0,4,0,0.0,0,0.0,4.1,0.4762,0.0,12,0,1,0.0,0,81.51,ai
25,0.24,36.63,0.0,0.0,0,3,0,1,0,2,0,0.0,0,0.0,3.17,0.0,0.0,3,0,1,1.0,1,67.09,ai
20,0.2,24.88,0.0,0.1875,1,0,0,0,0,1,0,17.0,17,0.0,6.82,0.0,0.0,1,0,1,1.0,1,100.0,ai
26,0.0,23.58,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
18,0.1111,38.0,0.0556,0.125,1,0,0,0,0,1,0,16.0,16,1.0,3.42,0.1935,0.0,1,0,1,1.0,1,89.95,ai
17,0.0588,13.25,0.0,0.0,1,0,1,3,0,0,0,15.0,15,0.0,1.44,0.9444,0.0,1,0,1,5.0,5,61.49,ai
23,0.2174,39.72,0.0435,0.2222,0,0,0,0,0,4,0,0.0,0,0.0,8.75,0.0,0.0,5,0,1,0.0,0,100.0,ai
17,0.2941,31.33,0.0,0.0,0,0,0,2,0,2,0,0.0,0,0.0,10.22,0.0,0.0,2,0,1,0.0,0,66.59,ai
19,0.2105,26.73,0.0,0.3333,1,0,0,0,0,3,0,2.0,2,0.0,4.0,0.3636,0.0,2,0,1,1.0,1,97.11,ai
30,0.1667,27.56,0.0,0.2,0,0,1,0,0,2,0,0.0,0,0.0,6.07,0.1481,0.0,4,0,1,0.0,0,100.0,ai
16,0.25,27.92,0.0,0.0,1,0,1,1,0,0,0,12.0,12,0.0,7.36,0.0714,1.0,2,0,1,2.0,2,60.0,ai
21,0.1905,33.12,0.0952,0.2353,0,0,2,2,0,0,0,0.0,0,0.0,4.77,0.1818,0.0,0,0,1,0.0,0,88.17,ai
17,0.2353,39.77,0.0588,0.0,0,0,3,3,0,0,0,0.0,0,0.0,8.7,0.1481,0.0,0,0,1,0.0,0,61.62,ai
21,0.2381,36.19,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
15,0.2,34.42,0.0,0.5,0,0,0,1,0,0,0,0.0,0,0.0,11.0,0.0,0.0,0,0,1,0.0,0,100.0,ai
15,0.2667,23.27,0.0,0.4545,0,0,0,0,0,0,0,0.0,0,0.0,5.2,0.0,0.0,6,0,1,0.0,0,100.0,ai
45,0.1778,31.86,0.0,0.2432,2,0,3,2,0,0,0,19.5,23,0.0,6.2,0.0714,0.0,4,0,1,4.0,6,80.99,ai
23,0.2609,28.29,0.0,0.4706,0,0,0,0,0,2,0,0.0,0,0.0,2.71,0.2143,0.0,0,0,1,0.0,0,100.0,ai
52,0.1731,27.44,0.0577,0.0698,1,0,2,6,0,2,0,6.0,6,0.0,7.02,0.1967,0.0,4,0,1,1.0,1,62.84,ai
19,0.2632,19.64,0.0,0.0,1,0,1,1,0,0,0,12.0,12,0.0,6.46,0.0,0.0,6,0,1,3.0,3,63.53,ai
24,0.2083,24.32,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
16,0.1875,19.92,0.0,0.0,1,0,2,2,0,0,0,14.0,14,0.0,6.93,0.2143,0.0,0,0,1,5.0,5,62.17,ai
20,0.05,22.26,0.0,0.0,1,0,1,3,0,0,0,12.0,12,0.0,4.19,0.0,0.0,5,0,1,4.0,4,56.49,ai
57,0.1754,26.77,0.0,0.1702,2,2,2,5,0,2,0,3.5,4,0.0,4.89,0.1053,0.0,5,0,1,1.5,2,74.1,ai
67,0.1642,33.75,0.0448,0.1964,3,0,0,2,0,2,0,8.0,11,0.0,5.92,0.1364,0.0,5,0,1,1.67,2,80.51,ai
27,0.2222,26.0,0.0,0.1429,1,0,0,1,0,2,0,18.0,18,0.0,4.53,0.1176,0.0,0,0,1,1.0,1,91.22,ai
33,0.2121,28.96,0.0,0.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
32,0.2188,26.28,0.0,0.28,4,1,0,1,0,0,0,2.5,3,0.25,6.29,0.0,0.0,0,0,1,1.6,3,100.0,ai
343,0.1895,43.98,0.0816,0.0827,12,1,7,22,5,21,0,22.42,72,0.6667,6.0,0.0739,0.0,1,0,1,3.86,10,52.15,ai
20,0.3,27.0,0.0,0.3571,0,0,0,0,0,1,0,0.0,0,0.0,11.12,0.0,0.0,0,0,1,0.0,0,100.0,ai
17,0.1176,37.53,0.0,0.0667,1,0,0,1,0,2,0,10.0,10,0.0,5.46,0.3929,0.0,1,0,1,10.0,10,79.41,ai
30,0.1667,29.52,0.0,0.2,5,4,0,0,0,0,0,2.8,6,0.0,3.19,0.5185,0.0,1,0,1,1.44,2,87.75,ai
17,0.1176,28.27,0.0,0.0,1,1,0,2,0,1,0,11.0,11,0.0,4.5,0.0,0.0,4,0,1,3.5,4,66.25,ai
23,0.2609,32.94,0.0,0.3529,1,0,3,1,0,0,0,14.0,14,0.0,2.23,0.5385,0.0,6,0,1,4.0,4,92.59,ai
23,0.2174,27.22,0.0,0.3333,1,0,0,0,0,0,0,12.0,12,0.0,5.42,0.1923,0.0,4,0,1,1.0,1,93.28,ai
16,0.125,33.14,0.0,0.0,1,0,2,1,0,1,0,14.0,14,0.0,6.64,0.0,0.0,1,0,1,4.0,4,85.1,ai
31,0.1935,35.44,0.0323,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
25,0.16,27.81,0.0,0.0952,1,0,0,1,0,1,0,21.0,21,0.0,8.0,0.0,0.0,0,0,1,2.0,2,97.4,ai
16,0.125,37.71,0.0,0.0,2,0,0,2,0,2,0,6.0,8,0.0,10.2,0.0,0.0,2,0,1,2.0,3,63.39,ai
45,0.1556,42.26,0.0889,0.3947,0,0,1,0,0,2,0,0.0,0,0.0,4.27,0.0303,0.0,14,0,1,0.0,0,82.22,ai
17,0.2353,39.77,0.0,0.3846,0,0,0,0,0,1,0,0.0,0,0.0,7.2,0.0,0.0,0,0,1,0.0,0,100.0,ai
16,0.0625,24.67,0.0,0.0,1,0,2,2,0,0,0,16.0,16,0.0,2.85,0.5769,0.0,0,0,1,6.0,6,59.45,ai
16,0.1875,27.62,0.0,0.2308,0,0,0,0,0,2,0,0.0,0,0.0,5.18,0.2941,0.0,1,0,1,0.0,0,100.0,ai
23,0.1304,28.1,0.0,0.15,1,0,2,4,0,0,0,14.0,14,0.0,4.9,0.0952,0.0,5,0,1,6.0,6,88.8,ai
35,0.1429,39.57,0.0857,0.1667,0,0,0,0,0,6,0,0.0,0,0.0,5.19,0.1395,0.0,10,0,1,0.0,0,100.0,ai
36,0.1667,30.43,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
16,0.1875,22.38,0.0,0.0,1,0,1,2,0,0,0,11.0,11,0.0,2.5,0.75,0.0,4,0,1,4.0,4,67.15,ai
18,0.0556,29.65,0.0,0.0,1,0,1,3,0,0,0,12.0,12,0.0,5.88,0.0,0.0,0,0,1,4.0,4,57.54,ai
35,0.1429,20.27,0.0,0.0667,1,0,0,1,0,2,0,6.0,6,0.0,10.0,0.0,0.0,5,0,1,1.0,1,82.65,ai
22,0.2273,39.41,0.0909,0.3529,1,0,0,0,0,2,0,4.0,4,0.0,9.36,0.12,0.0,0,0,1,1.0,1,93.5,ai
27,0.2963,49.74,0.0741,0.3158,0,0,0,0,0,2,0,0.0,0,0.0,7.71,0.1071,0.0,0,0,1,0.0,0,88.24,ai
29,0.2414,48.73,0.1034,0.3182,1,0,0,0,0,0,0,29.0,29,1.0,9.23,0.1923,0.0,1,0,1,3.0,3,93.36,ai
126,0.3095,26.15,0.0159,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
23,0.1739,36.32,0.087,0.2105,1,0,1,1,0,1,0,11.0,11,0.0,5.64,0.0,0.0,0,0,1,3.0,3,94.85,ai
17,0.1765,33.0,0.0,0.3571,0,0,2,2,0,0,0,0.0,0,0.0,5.27,0.1818,0.0,1,0,1,0.0,0,99.4,ai
23,0.2609,35.65,0.0435,0.4706,0,0,1,0,0,1,0,0.0,0,0.0,6.53,0.1333,0.0,0,0,1,0.0,0,100.0,ai
15,0.0667,21.43,0.0,0.0,1,0,1,2,0,0,0,15.0,15,0.0,3.26,0.0,0.0,0,0,1,4.0,4,61.29,ai
31,0.1935,35.28,0.0323,0.2,0,0,0,0,0,2,0,0.0,0,0.0,5.4,0.0,0.0,14,0,1,0.0,0,95.65,ai
17,0.0588,25.75,0.0,0.0625,2,1,1,2,0,0,0,7.0,11,0.0,5.79,0.0,0.0,0,0,1,2.33,4,81.02,ai
23,0.087,26.24,0.0,0.1429,3,0,1,1,0,0,0,7.0,13,0.0,7.5,0.0,0.0,0,0,1,1.67,3,88.89,ai
18,0.2222,33.14,0.0,0.2857,0,0,0,0,0,1,0,0.0,0,0.0,2.8,0.5,0.0,0,0,1,0.0,0,100.0,ai
20,0.3,22.07,0.0,0.0,1,0,3,1,0,0,0,17.0,17,0.0,3.0,0.6818,0.0,2,0,1,5.0,5,60.68,ai
36,0.1944,36.76,0.0,0.0,1,0,0,7,0,0,0,34.0,34,0.0,6.57,0.0,0.0,2,0,1,8.0,8,52.22,ai
18,0.0556,30.94,0.0,0.1176,1,0,0,2,1,1,0,16.0,16,1.0,3.67,0.1111,0.0,0,0,1,4.0,4,92.63,ai
18,0.0556,17.24,0.0,0.0,1,0,1,3,0,0,0,15.0,15,0.0,1.5,0.95,0.0,1,0,1,5.0,5,61.59,ai
16,0.125,39.57,0.0,0.4286,0,0,2,1,0,0,0,0.0,0,0.0,7.77,0.0,0.0,0,0,1,0.0,0,99.94,ai
16,0.1875,29.85,0.0,0.3077,1,0,0,0,0,2,0,5.0,5,0.0,6.25,0.0,0.0,0,0,1,1.0,1,100.0,ai
20,0.15,27.76,0.0,0.0,1,0,0,3,0,0,0,9.0,9,0.0,6.26,0.0,0.0,6,0,1,7.0,7,59.82,ai
45,0.2222,27.6,0.0,0.3143,2,1,1,5,0,0,0,19.5,36,0.0,4.23,0.0455,0.0,0,0,1,3.33,7,85.2,ai
17,0.1765,35.14,0.0,0.5,1,0,1,2,0,0,0,17.0,17,0.0,4.0,0.5,0.0,0,0,1,4.0,4,98.66,ai
15,0.2667,28.82,0.0,0.3636,0,0,0,0,0,1,0,0.0,0,0.0,7.15,0.0,0.0,0,0,1,0.0,0,100.0,ai
20,0.0,33.65,0.0,0.0,1,0,2,2,0,0,0,20.0,20,1.0,2.7,0.5946,0.0,0,0,1,6.0,6,87.15,ai
31,0.129,30.15,0.0,0.1852,3,1,2,2,0,0,0,5.33,7,0.0,3.47,0.3529,0.0,1,0,1,2.5,3,83.59,ai
20,0.1,23.0,0.0,0.0,1,0,1,3,0,0,0,12.0,12,0.0,3.83,0.0,0.0,11,0,1,4.0,4,58.07,ai
42,0.1667,32.37,0.0476,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
20,0.25,29.4,0.0,0.3333,0,0,0,0,0,1,0,0.0,0,0.0,5.6,0.1333,0.0,0,0,1,0.0,0,100.0,ai
20,0.1,31.22,0.0,0.1667,1,0,2,4,0,0,0,16.0,16,0.0,6.09,0.3636,0.0,2,0,1,7.0,7,82.7,ai
15,0.1333,45.15,0.0667,0.0769,1,0,2,1,0,0,0,8.0,8,0.0,3.0,0.5714,0.0,6,0,1,4.0,4,95.14,ai
220,0.1682,46.85,0.0864,0.1202,13,1,3,2,0,10,0,12.85,97,0.2308,6.71,0.0205,0.0,23,0,1,1.36,3,62.88,ai
18,0.0556,32.0,0.0,0.0,2,1,0,3,0,0,0,8.0,13,0.0,4.22,0.0,0.0,0,0,1,3.0,4,57.87,ai
17,0.1765,21.57,0.0,0.0714,0,0,0,0,0,1,0,0.0,0,0.0,6.0,0.0,0.0,0,0,1,0.0,0,100.0,ai
405,0.3086,42.89,0.0346,0.0321,19,1,4,67,3,2,0,29.95,90,0.0,5.18,0.0566,0.0,3,7,1,5.69,14,24.59,ai
42,0.1667,32.11,0.0,0.2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
39,0.1795,30.25,0.0,0.25,2,0,1,2,0,0,0,19.0,22,0.0,6.29,0.0,0.0,0,0,1,3.0,4,80.13,ai
31,0.0968,46.79,0.129,0.3214,4,1,1,3,0,0,0,6.0,9,0.0,8.0,0.0,0.0,0,0,1,2.4,4,85.08,ai
22,0.1818,32.28,0.0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
18,0.1111,24.5,0.0,0.3125,1,0,1,0,0,0,0,12.0,12,0.0,1.93,0.7333,0.0,1,0,1,2.0,2,100.0,ai
17,0.1765,26.36,0.0,0.2857,1,0,0,1,0,0,0,14.0,14,0.0,6.64,0.0,0.0,0,0,1,2.0,2,100.0,ai
348,0.2385,53.64,0.0977,0.0943,52,2,0,1,0,17,0,4.6,16,0.0,4.85,0.0353,0.0,10,1,1,1.04,2,46.82,ai
25,0.24,36.32,0.08,0.3158,0,0,0,0,0,4,0,0.0,0,0.0,7.36,0.0,0.0,2,0,1,0.0,0,100.0,ai
15,0.1333,31.46,0.0,0.0769,2,1,0,0,1,0,0,4.0,6,0.0,8.88,0.0,0.0,0,0,1,2.0,3,100.0,ai
18,0.2222,33.79,0.0556,0.2857,0,0,2,0,0,2,0,0.0,0,0.0,6.87,0.0,0.0,0,0,1,0.0,0,100.0,ai
15,0.0667,29.64,0.0,0.0,2,0,0,0,0,0,0,7.0,7,1.0,5.0,0.0,0.0,4,0,1,1.0,1,65.49,ai
22,0.1364,34.11,0.0,0.1053,1,0,4,1,0,0,0,22.0,22,0.0,1.46,0.7083,0.0,0,0,1,8.0,8,84.09,ai
44,0.2045,21.77,0.0,0.1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
36,0.1389,19.32,0.0,0.7742,0,0,1,0,0,1,0,0.0,0,0.0,3.4,0.2,0.0,3,0,1,0.0,0,57.83,ai
18,0.2778,32.0,0.0,0.3846,0,0,1,0,0,2,0,0.0,0,0.0,7.25,0.0,0.0,0,0,1,0.0,0,100.0,ai
17,0.2353,44.85,0.0,0.2308,0,0,1,0,0,2,0,0.0,0,0.0,5.65,0.1739,0.0,0,0,1,0.0,0,100.0,ai
18,0.2222,33.57,0.0556,0.3571,0,0,0,0,0,3,0,0.0,0,0.0,5.22,0.2222,0.0,1,0,1,0.0,0,100.0,ai
