total_lines,blank_line_ratio,avg_line_length,long_line_ratio,comment_density,num_functions,num_classes,num_loops,num_conditionals,num_try_except,import_count,assertion_count,avg_function_length,max_function_length,docstring_ratio,avg_identifier_length,single_char_var_ratio,type_annotation_ratio,magic_number_count,nested_function_count,ast_parse_success,avg_cyclomatic_complexity,max_cyclomatic_complexity,maintainability_index,label
27,0.1852,33.27,0.0,0.2727,1,0,2,2,0,0,0,20.0,20,0.0,1.05,0.9773,0.0,0,0,1,7.0,7,84.59,ai
224,0.2277,48.12,0.1116,0.2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
16,0.0,29.75,0.0,0.0,1,0,2,4,0,0,0,16.0,16,1.0,4.05,0.45,0.0,0,0,1,7.0,7,59.18,ai
47,0.1702,25.67,0.0213,0.0256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
50,0.2,32.0,0.02,0.05,3,0,1,1,0,5,0,8.67,16,0.0,7.54,0.0,0.0,0,0,1,1.33,2,76.67,ai
25,0.08,31.65,0.08,0.0,1,0,2,1,0,0,0,25.0,25,1.0,8.21,0.1053,0.0,0,0,1,4.0,4,97.2,ai
85,0.2,34.46,0.0235,0.0588,9,1,1,3,2,8,0,6.78,13,0.0,4.79,0.1667,0.0,0,0,1,2.2,4,59.56,ai
20,0.2,30.19,0.05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
17,0.1765,26.07,0.0,0.0,1,0,1,1,0,0,0,15.0,15,0.0,4.12,0.25,0.0,3,0,1,3.0,3,61.76,ai
22,0.2727,33.62,0.0,0.375,1,0,1,1,0,0,0,12.0,12,0.0,8.87,0.0,0.0,0,0,1,3.0,3,100.0,ai
34,0.1765,31.68,0.0294,0.25,0,0,0,0,0,4,0,0.0,0,0.0,6.19,0.0,0.0,30,0,1,0.0,0,100.0,ai
18,0.2778,41.15,0.0,0.0769,1,0,0,0,0,2,0,2.0,2,0.0,10.58,0.0,0.0,0,0,1,2.0,2,88.74,ai
24,0.1667,20.8,0.0,0.05,1,0,1,0,0,4,0,5.0,5,0.0,5.67,0.0,0.0,1,0,1,1.0,1,100.0,ai
18,0.1667,30.87,0.0,0.0,3,1,0,0,0,0,0,5.0,7,0.0,5.83,0.0,0.0,0,0,1,1.25,2,62.6,ai
18,0.1111,32.75,0.1111,0.0,1,0,0,1,0,0,0,11.0,11,0.0,4.3,0.2162,0.0,1,0,1,2.0,2,62.63,ai
27,0.2593,31.55,0.037,0.4,0,0,0,0,0,4,0,0.0,0,0.0,6.04,0.1667,0.0,2,0,1,0.0,0,100.0,ai
22,0.0455,21.0,0.0,0.0,1,0,1,0,0,0,0,22.0,22,0.0,4.53,0.2632,0.0,12,0,1,2.0,2,63.54,ai
40,0.125,29.34,0.0,0.0,5,2,2,3,0,0,0,6.6,10,0.0,6.48,0.0,0.0,0,0,1,2.14,3,55.02,ai
28,0.1786,23.7,0.0,0.1739,0,0,1,0,0,2,0,0.0,0,0.0,5.79,0.3158,0.0,0,0,1,0.0,0,100.0,ai
48,0.25,32.86,0.0208,0.3333,0,0,0,0,0,6,0,0.0,0,0.0,6.14,0.0,0.0,15,0,1,0.0,0,92.1,ai
21,0.2857,37.4,0.0476,0.2,0,0,1,0,0,2,0,0.0,0,0.0,7.81,0.037,0.0,1,0,1,0.0,0,88.21,ai
15,0.1333,27.31,0.0,0.0,1,0,1,2,0,0,0,6.0,6,0.0,6.0,0.2308,0.0,0,0,1,3.0,3,95.24,ai
23,0.1304,31.75,0.0,0.0,4,1,3,3,0,0,0,4.75,7,0.0,2.37,0.3684,0.0,4,0,1,3.0,4,57.15,ai
24,0.1667,28.85,0.0,0.4,1,0,1,2,0,0,0,8.0,8,0.0,4.69,0.3846,0.0,0,0,1,3.0,3,93.37,ai
26,0.1923,33.86,0.0,0.5238,1,0,4,0,0,0,0,26.0,26,0.0,1.24,0.7586,0.0,0,0,1,7.0,7,87.88,ai
98,0.1939,45.62,0.1531,0.0759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
26,0.1538,25.32,0.0,0.2727,0,0,0,0,0,1,0,0.0,0,0.0,4.52,0.0,0.0,0,0,1,0.0,0,100.0,ai
67,0.2836,50.92,0.0896,0.0625,0,0,0,0,0,6,0,0.0,0,0.0,6.13,0.3421,0.0,0,0,1,0.0,0,79.96,ai
31,0.2258,27.83,0.0,0.125,1,0,1,3,0,0,0,28.0,28,0.0,5.12,0.1471,0.0,2,0,1,5.0,5,74.77,ai
28,0.25,34.33,0.0,0.4286,1,0,2,0,0,1,0,7.0,7,0.0,5.7,0.2609,0.0,1,0,1,3.0,3,92.91,ai
19,0.2632,26.0,0.0,0.2857,0,0,0,0,0,3,0,0.0,0,0.0,3.6,0.2667,0.0,15,0,1,0.0,0,100.0,ai
15,0.1333,42.54,0.0,0.3846,1,0,1,1,0,0,0,15.0,15,0.0,7.33,0.0,0.0,0,0,1,4.0,4,100.0,ai
22,0.2727,25.81,0.0,0.1875,1,0,1,0,0,1,0,14.0,14,0.0,7.44,0.0,0.0,0,0,1,2.0,2,92.54,ai
33,0.2121,34.54,0.0303,0.3077,0,0,0,0,0,6,0,0.0,0,0.0,6.29,0.1176,0.0,2,0,1,0.0,0,95.99,ai
20,0.15,30.76,0.0,0.2941,1,0,4,1,0,0,0,18.0,18,0.0,2.5,0.9167,0.0,1,0,1,6.0,6,89.58,ai
28,0.1786,25.61,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
21,0.2381,27.75,0.0,0.375,0,0,0,0,0,3,0,0.0,0,0.0,3.75,0.5625,0.0,0,0,1,0.0,0,100.0,ai
21,0.1905,26.71,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
29,0.1034,35.42,0.0345,0.1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
322,0.1366,34.23,0.0124,0.0288,31,4,9,12,6,14,1,7.68,61,0.0323,5.91,0.0209,0.0,6,1,1,2.26,9,35.65,ai
19,0.2105,31.73,0.0,0.0,4,1,0,1,0,0,0,2.0,2,0.0,10.17,0.0,0.0,0,0,1,1.2,2,68.8,ai
20,0.2,42.62,0.05,0.25,0,0,0,0,0,1,0,0.0,0,0.0,11.5,0.0,0.0,0,0,1,0.0,0,100.0,ai
35,0.2,34.25,0.0,0.0714,8,2,3,3,0,0,0,3.0,4,0.0,5.52,0.0,0.0,0,0,1,1.9,3,71.12,ai
20,0.15,28.53,0.0,0.4118,2,0,1,1,0,0,0,7.0,12,0.0,7.71,0.0714,0.0,1,0,1,2.0,3,97.53,ai
24,0.25,22.17,0.0,0.3333,0,0,0,0,0,3,0,0.0,0,0.0,3.33,0.381,0.0,0,0,1,0.0,0,100.0,ai
33,0.2121,24.73,0.0,0.1538,3,2,1,0,0,0,0,3.33,5,0.0,5.4,0.0,0.0,1,0,1,1.8,3,100.0,ai
18,0.2778,28.38,0.0,0.3846,0,0,1,0,0,1,0,0.0,0,0.0,4.86,0.0,0.0,0,0,1,0.0,0,100.0,ai
18,0.2222,30.64,0.0,0.2857,0,0,1,0,0,1,0,0.0,0,0.0,6.82,0.0,0.0,0,0,1,0.0,0,98.16,ai
254,0.2677,38.85,0.0394,0.4086,0,0,0,0,0,6,0,0.0,0,0.0,4.56,0.0,0.0,68,0,1,0.0,0,64.26,ai
24,0.0833,22.45,0.0,0.0,1,0,1,4,0,0,0,19.0,19,0.0,3.75,0.0455,0.0,5,0,1,6.0,6,55.49,ai
80,0.1625,32.33,0.0,0.0597,4,0,3,7,0,1,0,17.5,33,0.0,5.45,0.102,0.0,27,0,1,6.0,8,52.98,ai
16,0.3125,34.55,0.0,0.3636,0,0,0,0,0,2,0,0.0,0,0.0,6.27,0.3636,0.0,1,0,1,0.0,0,100.0,ai
17,0.0588,36.0,0.0588,0.0,1,0,1,0,0,1,0,12.0,12,0.0,4.77,0.3077,0.0,2,0,1,3.0,3,82.1,ai
29,0.2414,35.95,0.0345,0.3182,0,0,0,0,0,6,0,0.0,0,0.0,5.61,0.129,0.0,1,0,1,0.0,0,95.14,ai
17,0.0588,35.62,0.0,0.0,1,0,2,2,0,0,0,17.0,17,0.0,4.93,0.5714,0.0,0,0,1,7.0,7,56.64,ai
26,0.1538,28.91,0.0,0.0909,0,0,1,1,0,2,0,0.0,0,0.0,6.0,0.0,0.0,0,0,1,0.0,0,100.0,ai
17,0.2353,29.31,0.0,0.0,1,0,0,1,0,3,0,6.0,6,0.0,4.18,0.1176,0.0,0,0,1,1.0,1,69.99,ai
20,0.35,24.38,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
47,0.2553,33.4,0.0,0.3429,3,2,1,4,0,0,0,11.0,28,0.0,4.0,0.0,0.0,0,0,1,3.0,6,87.5,ai
28,0.25,32.86,0.0357,0.4286,0,0,0,0,0,4,0,0.0,0,0.0,6.25,0.1667,0.0,2,0,1,0.0,0,100.0,ai
30,0.2,29.71,0.0,0.3333,1,0,2,2,0,0,0,26.0,26,0.0,3.43,0.5667,0.0,5,0,1,7.0,7,85.43,ai
21,0.1429,31.06,0.0,0.1667,1,0,1,1,0,1,0,4.0,4,0.0,9.11,0.0,0.0,0,0,1,1.0,1,94.69,ai
17,0.1765,41.93,0.0,0.7143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
17,0.1765,22.93,0.0,0.0,2,1,1,2,0,0,0,3.5,5,0.0,3.64,0.1818,0.0,1,0,1,2.33,3,65.85,ai
39,0.1282,33.18,0.0,0.2353,4,2,3,2,0,0,0,7.5,13,0.0,5.62,0.0625,0.0,0,0,1,2.5,4,85.65,ai
25,0.24,28.74,0.0,0.2632,1,0,1,0,0,0,0,15.0,15,0.0,6.2,0.1,0.0,6,0,1,2.0,2,94.36,ai
40,0.275,33.97,0.025,0.2069,0,0,0,0,0,5,0,0.0,0,0.0,6.0,0.0,0.0,11,0,1,0.0,0,86.93,ai
17,0.1176,36.53,0.0588,0.0,1,0,2,3,0,0,0,17.0,17,0.0,3.12,0.7083,0.0,0,0,1,8.0,8,57.61,ai
19,0.2632,29.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
23,0.2174,32.06,0.0435,0.3333,0,0,0,0,0,4,0,0.0,0,0.0,5.5,0.1667,0.0,1,0,1,0.0,0,99.73,ai
19,0.3158,20.15,0.0,0.1538,0,0,1,0,0,0,0,0.0,0,0.0,1.0,1.0,0.0,0,0,1,0.0,0,94.87,ai
19,0.0526,36.94,0.0,0.0,1,0,3,2,0,0,0,16.0,16,0.0,6.44,0.3077,0.0,0,0,1,8.0,8,56.06,ai
27,0.2222,28.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
16,0.25,34.0,0.0,0.3333,0,0,1,0,0,2,0,0.0,0,0.0,4.4,0.2,0.0,1,0,1,0.0,0,100.0,ai
19,0.1053,31.59,0.0,0.3529,1,0,2,2,0,0,0,19.0,19,0.0,4.62,0.1538,0.0,0,0,1,5.0,5,97.49,ai
35,0.2,39.46,0.0571,0.25,1,0,0,0,0,3,0,5.0,5,0.0,12.85,0.0,0.0,0,0,1,1.0,1,100.0,ai
16,0.125,22.36,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
40,0.025,35.67,0.025,0.359,1,0,2,2,0,0,0,33.0,33,0.0,6.12,0.0769,0.0,4,0,1,7.0,7,82.08,ai
184,0.212,40.41,0.0272,0.1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
59,0.1695,24.49,0.0,0.3673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
57,0.193,26.41,0.0,0.1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
38,0.2368,27.52,0.0,0.2069,4,1,0,0,0,0,0,2.5,4,0.0,2.84,0.2432,0.0,3,0,1,1.2,2,82.98,ai
16,0.0,30.0,0.0,0.0,1,0,2,4,0,0,0,16.0,16,0.0,4.13,0.1579,0.0,0,0,1,8.0,8,57.01,ai
32,0.2188,29.04,0.0,0.36,1,0,0,4,0,0,0,19.0,19,0.0,6.08,0.0,0.0,6,0,1,4.0,4,88.97,ai
18,0.1111,33.44,0.0,0.0,3,1,2,1,0,0,0,5.0,9,0.0,4.0,0.1053,0.0,0,0,1,2.25,4,64.46,ai
134,0.1194,39.76,0.0522,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
34,0.1471,32.0,0.0,0.4483,0,0,0,0,0,2,0,0.0,0,0.0,5.6,0.0,0.0,10,0,1,0.0,0,95.27,ai
62,0.0806,31.42,0.0161,0.193,4,1,2,6,0,1,0,10.0,23,0.0,4.35,0.1333,0.0,20,0,1,3.0,5,70.07,ai
47,0.2553,39.54,0.0,0.1429,2,0,1,0,0,4,0,5.0,8,0.0,6.38,0.1364,0.0,2,0,1,1.5,2,72.8,ai
15,0.2,35.33,0.0,0.1667,1,0,0,0,0,1,0,13.0,13,0.0,3.52,0.5172,0.0,3,0,1,1.0,1,83.15,ai
16,0.25,19.17,0.0,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
28,0.2143,35.14,0.0357,0.3182,0,0,0,0,0,3,0,0.0,0,0.0,4.58,0.2308,0.0,10,0,1,0.0,0,93.58,ai
17,0.2941,36.42,0.0,0.3333,0,0,1,0,0,1,0,0.0,0,0.0,5.67,0.0,0.0,0,0,1,0.0,0,100.0,ai
32,0.2188,37.0,0.0,0.08,2,2,0,4,0,0,0,9.0,13,0.0,6.72,0.0,0.0,1,0,1,2.0,4,78.15,ai
22,0.1364,22.58,0.0,0.2632,1,0,1,2,0,0,0,18.0,18,0.0,3.5,0.0556,0.0,1,0,1,4.0,4,92.08,ai
28,0.2143,24.55,0.0,0.0,1,0,3,1,0,0,0,22.0,22,0.0,4.62,0.0,0.0,6,0,1,6.0,6,55.5,ai
15,0.2,24.58,0.0,0.1667,1,0,1,0,0,0,0,13.0,13,0.0,6.27,0.2,0.0,0,0,1,2.0,2,92.05,ai
16,0.0625,36.67,0.0,0.4,1,0,2,1,0,0,0,12.0,12,0.0,8.18,0.0,0.0,7,0,1,4.0,4,99.34,ai
38,0.1842,31.52,0.0,0.2258,2,1,0,4,0,1,0,12.0,21,0.0,6.0,0.0,0.0,3,0,1,2.67,5,84.62,ai
15,0.2,43.5,0.1333,0.25,0,0,0,0,0,2,0,0.0,0,0.0,5.07,0.2667,0.0,0,0,1,0.0,0,100.0,ai
15,0.0667,17.21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
50,0.18,27.95,0.0,0.0732,4,2,3,3,0,0,0,6.0,9,1.0,4.29,0.0,0.0,0,0,1,2.17,3,80.22,ai
15,0.2667,27.09,0.0,0.0,3,1,0,1,0,1,0,2.33,3,0.0,3.9,0.2,0.0,4,0,1,1.25,2,67.08,ai
16,0.25,27.17,0.0,0.0,0,0,1,0,0,1,0,0.0,0,0.0,4.16,0.0,0.0,0,0,1,0.0,0,71.45,ai
15,0.1333,24.46,0.0,0.1538,0,0,1,0,0,3,0,0.0,0,0.0,4.5,0.125,0.0,0,0,1,0.0,0,100.0,ai
18,0.2222,29.07,0.0,0.0,1,0,3,1,0,0,0,18.0,18,0.0,2.9,0.5806,0.0,0,0,1,7.0,7,63.87,ai
15,0.2667,22.55,0.0,0.0,1,0,1,1,1,0,0,13.0,13,0.0,8.17,0.0,0.0,0,0,1,4.0,4,72.0,ai
30,0.1333,25.23,0.0,0.0769,4,2,2,1,0,0,0,4.75,9,0.0,4.0,0.0,0.0,0,0,1,2.0,3,84.6,ai
17,0.1176,24.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
90,0.1111,34.54,0.0222,0.1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
22,0.2273,31.18,0.0,0.2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
21,0.0952,23.05,0.0,0.0,1,0,1,4,0,0,0,15.0,15,0.0,4.33,0.0,0.0,2,0,1,6.0,6,57.08,ai
23,0.2609,30.82,0.0,0.3529,2,1,1,1,0,0,0,5.5,9,0.0,3.69,0.2308,0.0,0,0,1,2.33,3,100.0,ai
17,0.1765,22.86,0.0,0.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
31,0.2581,25.39,0.0,0.3043,0,0,0,0,0,2,0,0.0,0,0.0,6.62,0.1875,0.0,1,0,1,0.0,0,100.0,ai
20,0.2,30.06,0.0,0.25,0,0,0,0,0,4,0,0.0,0,0.0,5.13,0.1739,0.0,0,0,1,0.0,0,100.0,ai
20,0.2,37.69,0.0,0.0625,1,0,0,0,0,3,0,15.0,15,0.0,6.93,0.0,0.0,0,0,1,1.0,1,100.0,ai
38,0.1053,36.41,0.0,0.0,4,1,4,6,0,0,0,8.5,19,0.0,3.9,0.1042,0.0,0,0,1,3.6,8,50.96,ai
17,0.3529,27.36,0.0,0.2727,1,0,1,0,0,0,0,8.0,8,0.0,8.91,0.0,0.0,3,0,1,2.0,2,100.0,ai
15,0.1333,40.46,0.0667,0.1538,1,0,2,0,0,0,0,13.0,13,0.0,6.2,0.4,0.0,0,0,1,4.0,4,86.11,ai
15,0.2,31.25,0.0,0.1667,0,0,0,0,0,1,0,0.0,0,0.0,9.06,0.0,0.0,0,0,1,0.0,0,100.0,ai
16,0.25,24.92,0.0,0.0,4,1,0,1,0,0,0,2.75,5,0.0,4.0,0.0,0.0,0,0,1,1.4,2,70.91,ai
18,0.0556,29.76,0.0,0.0,1,0,1,3,0,0,0,16.0,16,0.0,5.34,0.2414,0.0,0,0,1,5.0,5,59.72,ai
28,0.2143,26.91,0.0,0.3182,1,0,0,0,0,0,0,5.0,5,0.0,4.89,0.0,0.0,0,0,1,1.0,1,95.09,ai
20,0.3,31.21,0.0,0.3571,0,0,4,0,0,0,0,0.0,0,0.0,4.05,0.5238,0.0,6,0,1,0.0,0,99.4,ai
34,0.2059,26.07,0.0,0.1852,2,0,4,1,0,2,0,14.5,18,0.0,6.25,0.1071,0.0,2,0,1,3.5,4,83.43,ai
26,0.1923,28.43,0.0,0.1905,1,0,1,2,0,0,0,21.0,21,0.0,8.12,0.0,0.0,5,0,1,5.0,5,87.78,ai
44,0.1591,23.92,0.0,0.0,7,1,0,8,0,0,0,5.14,11,0.0,4.27,0.0,0.0,0,0,1,2.25,4,50.1,ai
21,0.2857,32.4,0.0,0.4,0,0,0,0,0,2,0,0.0,0,0.0,3.63,0.3684,0.0,0,0,1,0.0,0,100.0,ai
59,0.1356,39.98,0.1356,0.0784,5,1,1,4,0,1,0,9.6,17,0.0,6.33,0.0,0.0,0,0,1,2.17,3,70.39,ai
74,0.0811,31.96,0.0,0.2206,2,0,2,8,1,0,0,18.5,27,0.0,5.77,0.0111,0.0,24,0,1,9.0,17,65.82,ai
15,0.2667,47.91,0.0667,0.3636,0,0,1,1,0,0,0,0.0,0,0.0,6.38,0.0,0.0,17,0,1,0.0,0,100.0,ai
18,0.3333,32.75,0.0,0.1667,1,0,0,1,0,1,0,9.0,9,0.0,8.19,0.0,0.0,0,0,1,3.0,3,94.02,ai
20,0.05,28.05,0.0,0.2105,1,0,2,2,0,0,0,20.0,20,0.0,4.33,0.1667,0.0,0,0,1,5.0,5,91.31,ai
19,0.2632,23.93,0.0,0.2857,0,0,2,0,0,2,0,0.0,0,0.0,4.33,0.1333,0.0,0,0,1,0.0,0,100.0,ai
18,0.1667,27.6,0.0,0.4667,0,0,1,0,0,2,0,0.0,0,0.0,5.33,0.0,0.0,0,0,1,0.0,0,100.0,ai
36,0.1944,37.14,0.0833,0.0,6,1,0,1,0,1,0,4.17,7,0.0,4.0,0.0,0.0,3,0,1,1.14,2,62.42,ai
52,0.2308,30.5,0.0,0.35,3,2,1,5,0,0,0,13.33,35,0.0,4.24,0.0476,0.0,0,0,1,3.2,7,84.54,ai
15,0.2,29.08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
21,0.2381,26.38,0.0,0.0625,1,0,2,3,0,1,0,13.0,13,0.0,2.58,0.5806,0.0,1,0,1,9.0,9,74.97,ai
15,0.1333,27.15,0.0,0.2308,1,0,1,0,0,0,0,7.0,7,0.0,3.58,0.6842,0.0,1,0,1,2.0,2,96.41,ai
34,0.1176,29.83,0.0,0.0,5,1,0,0,0,0,0,5.8,9,1.0,5.6,0.0,0.0,0,0,1,1.17,2,88.44,ai
21,0.2381,24.06,0.0,0.375,1,0,2,0,0,0,0,16.0,16,0.0,4.0,0.3846,0.0,1,0,1,3.0,3,99.45,ai
18,0.2778,29.0,0.0,0.3846,0,0,1,0,0,2,0,0.0,0,0.0,6.25,0.0,0.0,0,0,1,0.0,0,100.0,ai
258,0.2209,41.21,0.0271,0.0,16,1,1,39,2,16,0,13.06,102,0.625,6.2,0.04,0.0,0,1,1,5.38,45,36.31,ai
30,0.0,16.47,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
96,0.1458,18.84,0.0,0.0488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
15,0.3333,34.8,0.0,0.0,0,0,1,1,0,2,0,0.0,0,0.0,6.68,0.1053,0.0,0,0,1,0.0,0,72.91,ai
21,0.1905,25.71,0.0,0.0,1,1,0,0,0,2,0,14.0,14,0.0,6.64,0.0,0.0,2,0,1,1.5,2,100.0,ai
22,0.1818,28.44,0.0,0.0,0,0,0,0,0,3,0,0.0,0,0.0,5.81,0.0,0.0,1,0,1,0.0,0,100.0,ai
20,0.25,20.87,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
17,0.0588,28.44,0.0,0.0,1,0,2,1,0,0,0,13.0,13,0.0,7.9,0.0667,0.0,4,0,1,5.0,5,58.09,ai
18,0.1667,30.53,0.0,0.2,1,0,0,3,0,0,0,18.0,18,0.0,8.17,0.0,0.0,1,0,1,5.0,5,89.37,ai
20,0.25,28.4,0.0,0.0,1,0,0,4,0,1,0,12.0,12,0.0,5.55,0.0,0.0,0,0,1,4.0,4,60.39,ai
23,0.2174,29.56,0.0,0.2222,1,0,1,1,0,0,0,17.0,17,0.0,7.57,0.0,0.0,4,0,1,4.0,4,89.24,ai
70,0.1,31.51,0.0143,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
21,0.1429,35.39,0.0952,0.1667,0,0,1,0,0,2,0,0.0,0,0.0,5.54,0.0,0.0,0,0,1,0.0,0,84.05,ai
197,0.1624,50.41,0.1218,0.2182,0,0,2,1,0,3,0,0.0,0,0.0,4.41,0.1805,0.0,3,0,1,0.0,0,60.16,ai
43,0.2093,31.06,0.0,0.3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
15,0.2,21.83,0.0,0.1667,1,0,1,0,0,0,0,8.0,8,0.0,6.64,0.0,0.0,4,0,1,2.0,2,89.29,ai
22,0.1364,31.53,0.0,0.2105,1,0,0,2,0,0,0,13.0,13,0.0,16.2,0.0,0.0,0,0,1,3.0,3,93.69,ai
19,0.3158,21.31,0.0,0.0,0,0,1,0,0,1,0,0.0,0,0.0,5.08,0.0,0.0,0,0,1,0.0,0,100.0,ai
39,0.1538,32.82,0.0,0.3636,5,0,0,0,0,1,0,5.2,6,0.0,5.5,0.0,0.0,1,0,1,1.0,1,100.0,ai
43,0.186,40.2,0.0465,0.2,4,1,3,0,0,1,0,8.75,14,0.0,4.39,0.2388,0.0,0,0,1,2.0,3,76.68,ai
170,0.1647,55.19,0.1765,0.1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
26,0.1923,30.62,0.0385,0.2857,0,0,0,0,0,3,0,0.0,0,0.0,4.3,0.0,0.0,3,0,1,0.0,0,100.0,ai
79,0.1899,31.45,0.0,0.3281,0,0,6,4,0,2,0,0.0,0,0.0,5.05,0.0,0.0,17,0,1,0.0,0,78.16,ai
27,0.1852,26.05,0.0,0.2727,1,0,1,3,0,0,0,8.0,8,0.0,3.6,0.3,0.0,8,0,1,3.0,3,91.65,ai
19,0.2632,28.14,0.0,0.0,0,0,0,0,0,1,0,0.0,0,0.0,4.67,0.0,0.0,1,0,1,0.0,0,100.0,ai
102,0.2255,36.96,0.0588,0.038,7,0,5,8,0,4,1,10.43,25,0.1429,7.01,0.0973,0.0,0,0,1,3.0,6,56.93,ai
23,0.1304,34.1,0.0435,0.05,2,0,0,2,0,2,0,9.0,12,0.0,7.67,0.0,0.0,0,0,1,2.0,2,100.0,ai
28,0.1786,33.35,0.0,0.1739,1,0,2,2,0,0,0,22.0,22,0.0,1.05,0.9773,0.0,0,0,1,7.0,7,84.76,ai
17,0.1765,26.14,0.0,0.0714,3,2,0,0,0,0,0,3.0,4,0.0,6.5,0.0,0.0,0,0,1,1.4,2,100.0,ai
16,0.3125,24.91,0.0,0.0,1,0,1,2,0,0,0,6.0,6,0.0,2.2,0.9,0.0,5,0,1,3.0,3,68.73,ai
21,0.1905,28.0,0.0,0.2941,1,0,1,1,0,0,0,16.0,16,0.0,4.18,0.0588,0.0,0,0,1,7.0,7,90.55,ai
15,0.2,24.5,0.0,0.0,4,1,0,0,0,0,0,2.5,4,0.0,4.0,0.0,0.0,0,0,1,1.2,2,100.0,ai
21,0.2381,37.69,0.0476,0.25,1,0,0,4,0,1,0,19.0,19,1.0,5.43,0.0,0.0,1,0,1,5.0,5,93.71,ai
19,0.1053,43.41,0.0526,0.0,1,0,2,0,0,2,0,16.0,16,0.0,6.88,0.0,0.0,0,0,1,3.0,3,100.0,ai
15,0.2,40.58,0.0,0.5,1,0,2,1,0,0,0,15.0,15,0.0,1.74,0.6316,0.0,0,0,1,4.0,4,95.22,ai
15,0.2667,27.36,0.0,0.1818,1,0,3,0,0,0,0,15.0,15,0.0,1.88,0.8235,0.0,0,0,1,4.0,4,100.0,ai
52,0.1154,30.3,0.0,0.1304,2,0,1,6,0,2,0,8.0,12,0.0,6.91,0.0,0.0,5,0,1,1.5,2,72.4,ai
24,0.2083,36.84,0.0833,0.1053,2,0,1,1,0,0,0,5.5,6,0.0,8.28,0.0,0.0,0,0,1,2.0,2,78.98,ai
17,0.1765,19.0,0.0,0.2143,1,0,0,2,0,0,0,8.0,8,0.0,3.22,0.4444,0.0,0,0,1,2.0,2,92.41,ai
174,0.1494,29.89,0.0057,0.3243,10,0,1,20,0,0,0,13.3,22,0.0,8.23,0.0,0.0,24,0,1,3.6,7,61.72,ai
26,0.2692,25.11,0.0,0.2632,2,0,2,4,0,0,0,6.5,9,0.0,3.38,0.3846,0.0,1,0,1,3.5,4,89.48,ai
19,0.2632,28.43,0.0,0.3571,0,0,0,1,0,1,0,0.0,0,0.0,8.4,0.0,0.0,1,0,1,0.0,0,100.0,ai
150,0.0867,38.96,0.06,0.0949,7,0,6,5,0,13,0,13.29,34,0.4286,5.62,0.0526,0.0,55,0,1,2.57,5,59.34,ai
25,0.12,31.14,0.04,0.0,2,0,3,2,0,0,0,12.0,14,1.0,6.63,0.0,0.0,5,0,1,4.5,6,52.41,ai
163,0.1779,36.81,0.0184,0.0672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
20,0.25,26.0,0.0,0.4667,2,1,0,0,0,0,0,2.5,3,0.0,3.67,0.0,0.0,1,0,1,1.33,2,100.0,ai
